LGA_NAME16	Year	NonSchoolQualification	Sex	persons
Burke (S)	2006	Certificate III and IV Level	F	8
Burke (S)	2006	Certificate III and IV Level	M	54
Burke (S)	2006	Advanced Diploma and Diploma	F	7
Burke (S)	2006	Advanced Diploma and Diploma	M	11
Burke (S)	2006	Bachelor	F	9
Burke (S)	2006	Bachelor	M	10
Burke (S)	2006	Graduate Diploma and Graduate Certificate	F	0
Burke (S)	2006	Graduate Diploma and Graduate Certificate	M	0
Burke (S)	2006	Postgraduate	F	0
Burke (S)	2006	Postgraduate	M	3
Burke (S)	2011		F	165
Burke (S)	2011		M	231
Burke (S)	2011	Certificate nfd	F	3
Burke (S)	2011	Certificate nfd	M	0
Burke (S)	2011	Certificate I and II Level	F	3
Burke (S)	2011	Certificate I and II Level	M	0
Burke (S)	2011	Certificate III and IV Level	F	11
Burke (S)	2011	Certificate III and IV Level	M	61
Burke (S)	2011	Advanced Diploma and Diploma	F	5
Burke (S)	2011	Advanced Diploma and Diploma	M	10
Burke (S)	2011	Bachelor	F	8
Burke (S)	2011	Bachelor	M	15
Burke (S)	2011	Graduate Diploma and Graduate Certificate	F	0
Burke (S)	2011	Graduate Diploma and Graduate Certificate	M	0
Burke (S)	2011	Postgraduate	F	3
Burke (S)	2011	Postgraduate	M	0
Burke (S)	2016		F	103
Burke (S)	2016		M	138
Burke (S)	2016	Certificate nfd	F	0
Burke (S)	2016	Certificate nfd	M	0
Burke (S)	2016	Certificate I and II Level	F	8
Burke (S)	2016	Certificate I and II Level	M	5
Burke (S)	2016	Certificate III and IV Level	F	15
Burke (S)	2016	Certificate III and IV Level	M	27
Burke (S)	2016	Advanced Diploma and Diploma	F	8
Burke (S)	2016	Advanced Diploma and Diploma	M	6
Burke (S)	2016	Bachelor	F	10
Burke (S)	2016	Bachelor	M	7
Burke (S)	2016	Graduate Diploma and Graduate Certificate	F	0
Burke (S)	2016	Graduate Diploma and Graduate Certificate	M	0
Burke (S)	2016	Postgraduate	F	0
Burke (S)	2016	Postgraduate	M	0
Cairns (R)	2006		F	46839
Cairns (R)	2006		M	42061
Cairns (R)	2006	Certificate nfd	F	961
Cairns (R)	2006	Certificate nfd	M	558
Cairns (R)	2006	Certificate I and II Level	F	759
Cairns (R)	2006	Certificate I and II Level	M	437
Cairns (R)	2006	Certificate III and IV Level	F	4238
Cairns (R)	2006	Certificate III and IV Level	M	13028
Cairns (R)	2006	Advanced Diploma and Diploma	F	4029
Cairns (R)	2006	Advanced Diploma and Diploma	M	2859
Cairns (R)	2006	Bachelor	F	5573
Cairns (R)	2006	Bachelor	M	3636
Cairns (R)	2006	Graduate Diploma and Graduate Certificate	F	699
Cairns (R)	2006	Graduate Diploma and Graduate Certificate	M	378
Cairns (R)	2006	Postgraduate	F	677
Cairns (R)	2006	Postgraduate	M	702
Cairns (R)	2011		F	49803
Cairns (R)	2011		M	45651
Cairns (R)	2011	Certificate nfd	F	1146
Cairns (R)	2011	Certificate nfd	M	602
Cairns (R)	2011	Certificate I and II Level	F	1095
Cairns (R)	2011	Certificate I and II Level	M	613
Cairns (R)	2011	Certificate III and IV Level	F	6359
Cairns (R)	2011	Certificate III and IV Level	M	15129
Cairns (R)	2011	Advanced Diploma and Diploma	F	5346
Cairns (R)	2011	Advanced Diploma and Diploma	M	3765
Cairns (R)	2011	Bachelor	F	7434
Cairns (R)	2011	Bachelor	M	4669
Cairns (R)	2011	Graduate Diploma and Graduate Certificate	F	955
Cairns (R)	2011	Graduate Diploma and Graduate Certificate	M	515
Cairns (R)	2011	Postgraduate	F	1208
Cairns (R)	2011	Postgraduate	M	1050
Cairns (R)	2016		F	49777
Cairns (R)	2016		M	46604
Cairns (R)	2016	Certificate nfd	F	1478
Cairns (R)	2016	Certificate nfd	M	949
Cairns (R)	2016	Certificate I and II Level	F	1023
Cairns (R)	2016	Certificate I and II Level	M	701
Cairns (R)	2016	Certificate III and IV Level	F	7885
Cairns (R)	2016	Certificate III and IV Level	M	16701
Cairns (R)	2016	Advanced Diploma and Diploma	F	6805
Cairns (R)	2016	Advanced Diploma and Diploma	M	4732
Cairns (R)	2016	Bachelor	F	9242
Cairns (R)	2016	Bachelor	M	5584
Cairns (R)	2016	Graduate Diploma and Graduate Certificate	F	1435
Cairns (R)	2016	Graduate Diploma and Graduate Certificate	M	672
Cairns (R)	2016	Postgraduate	F	1863
Cairns (R)	2016	Postgraduate	M	1447
Carpentaria (S)	2006		F	769
Carpentaria (S)	2006		M	835
Carpentaria (S)	2006	Certificate nfd	F	13
Carpentaria (S)	2006	Certificate nfd	M	5
Carpentaria (S)	2006	Certificate I and II Level	F	13
Carpentaria (S)	2006	Certificate I and II Level	M	8
Carpentaria (S)	2006	Certificate III and IV Level	F	32
Carpentaria (S)	2006	Certificate III and IV Level	M	145
Carpentaria (S)	2006	Advanced Diploma and Diploma	F	28
Carpentaria (S)	2006	Advanced Diploma and Diploma	M	22
Carpentaria (S)	2006	Bachelor	F	40
Carpentaria (S)	2006	Bachelor	M	18
Carpentaria (S)	2006	Graduate Diploma and Graduate Certificate	F	10
Carpentaria (S)	2006	Graduate Diploma and Graduate Certificate	M	0
Carpentaria (S)	2006	Postgraduate	F	3
Carpentaria (S)	2006	Postgraduate	M	0
Carpentaria (S)	2011		F	812
Carpentaria (S)	2011		M	855
Carpentaria (S)	2011	Certificate nfd	F	12
Carpentaria (S)	2011	Certificate nfd	M	3
Carpentaria (S)	2011	Certificate I and II Level	F	11
Carpentaria (S)	2011	Certificate I and II Level	M	4
Carpentaria (S)	2011	Certificate III and IV Level	F	58
Carpentaria (S)	2011	Certificate III and IV Level	M	156
Carpentaria (S)	2011	Advanced Diploma and Diploma	F	35
Carpentaria (S)	2011	Advanced Diploma and Diploma	M	28
Carpentaria (S)	2011	Bachelor	F	43
Carpentaria (S)	2011	Bachelor	M	22
Carpentaria (S)	2011	Graduate Diploma and Graduate Certificate	F	4
Carpentaria (S)	2011	Graduate Diploma and Graduate Certificate	M	4
Carpentaria (S)	2011	Postgraduate	F	3
Carpentaria (S)	2011	Postgraduate	M	3
Carpentaria (S)	2016		F	730
Carpentaria (S)	2016		M	720
Carpentaria (S)	2016	Certificate nfd	F	10
Carpentaria (S)	2016	Certificate nfd	M	13
Carpentaria (S)	2016	Certificate I and II Level	F	9
Carpentaria (S)	2016	Certificate I and II Level	M	4
Carpentaria (S)	2016	Certificate III and IV Level	F	67
Carpentaria (S)	2016	Certificate III and IV Level	M	187
Carpentaria (S)	2016	Advanced Diploma and Diploma	F	49
Carpentaria (S)	2016	Advanced Diploma and Diploma	M	39
Carpentaria (S)	2016	Bachelor	F	59
Carpentaria (S)	2016	Bachelor	M	26
Carpentaria (S)	2016	Graduate Diploma and Graduate Certificate	F	11
Carpentaria (S)	2016	Graduate Diploma and Graduate Certificate	M	4
Carpentaria (S)	2016	Postgraduate	F	12
Carpentaria (S)	2016	Postgraduate	M	10
Cassowary Coast (R)	2006		F	10986
Cassowary Coast (R)	2006		M	10272
Cassowary Coast (R)	2006	Certificate nfd	F	174
Cassowary Coast (R)	2006	Certificate nfd	M	83
Cassowary Coast (R)	2006	Certificate I and II Level	F	148
Cassowary Coast (R)	2006	Certificate I and II Level	M	72
Cassowary Coast (R)	2006	Certificate III and IV Level	F	773
Cassowary Coast (R)	2006	Certificate III and IV Level	M	2946
Cassowary Coast (R)	2006	Advanced Diploma and Diploma	F	564
Cassowary Coast (R)	2006	Advanced Diploma and Diploma	M	372
Cassowary Coast (R)	2006	Bachelor	F	692
Cassowary Coast (R)	2006	Bachelor	M	429
Cassowary Coast (R)	2006	Graduate Diploma and Graduate Certificate	F	99
Cassowary Coast (R)	2006	Graduate Diploma and Graduate Certificate	M	34
Cassowary Coast (R)	2006	Postgraduate	F	59
Cassowary Coast (R)	2006	Postgraduate	M	72
Cassowary Coast (R)	2011		F	10152
Cassowary Coast (R)	2011		M	9754
Cassowary Coast (R)	2011	Certificate nfd	F	176
Cassowary Coast (R)	2011	Certificate nfd	M	84
Cassowary Coast (R)	2011	Certificate I and II Level	F	188
Cassowary Coast (R)	2011	Certificate I and II Level	M	72
Cassowary Coast (R)	2011	Certificate III and IV Level	F	1115
Cassowary Coast (R)	2011	Certificate III and IV Level	M	3279
Cassowary Coast (R)	2011	Advanced Diploma and Diploma	F	725
Cassowary Coast (R)	2011	Advanced Diploma and Diploma	M	442
Cassowary Coast (R)	2011	Bachelor	F	827
Cassowary Coast (R)	2011	Bachelor	M	489
Cassowary Coast (R)	2011	Graduate Diploma and Graduate Certificate	F	108
Cassowary Coast (R)	2011	Graduate Diploma and Graduate Certificate	M	67
Cassowary Coast (R)	2011	Postgraduate	F	96
Cassowary Coast (R)	2011	Postgraduate	M	95
Cassowary Coast (R)	2016		F	9987
Cassowary Coast (R)	2016		M	9767
Cassowary Coast (R)	2016	Certificate nfd	F	235
Cassowary Coast (R)	2016	Certificate nfd	M	160
Cassowary Coast (R)	2016	Certificate I and II Level	F	207
Cassowary Coast (R)	2016	Certificate I and II Level	M	114
Cassowary Coast (R)	2016	Certificate III and IV Level	F	1364
Cassowary Coast (R)	2016	Certificate III and IV Level	M	3391
Cassowary Coast (R)	2016	Advanced Diploma and Diploma	F	883
Cassowary Coast (R)	2016	Advanced Diploma and Diploma	M	571
Cassowary Coast (R)	2016	Bachelor	F	999
Cassowary Coast (R)	2016	Bachelor	M	581
Cassowary Coast (R)	2016	Graduate Diploma and Graduate Certificate	F	152
Cassowary Coast (R)	2016	Graduate Diploma and Graduate Certificate	M	72
Cassowary Coast (R)	2016	Postgraduate	F	134
Cassowary Coast (R)	2016	Postgraduate	M	113
Central Highlands (R) (Qld)	2006		F	9523
Central Highlands (R) (Qld)	2006		M	10029
Central Highlands (R) (Qld)	2006	Certificate nfd	F	152
Central Highlands (R) (Qld)	2006	Certificate nfd	M	130
Central Highlands (R) (Qld)	2006	Certificate I and II Level	F	179
Central Highlands (R) (Qld)	2006	Certificate I and II Level	M	98
Central Highlands (R) (Qld)	2006	Certificate III and IV Level	F	786
Central Highlands (R) (Qld)	2006	Certificate III and IV Level	M	2981
Central Highlands (R) (Qld)	2006	Advanced Diploma and Diploma	F	517
Central Highlands (R) (Qld)	2006	Advanced Diploma and Diploma	M	393
Central Highlands (R) (Qld)	2006	Bachelor	F	917
Central Highlands (R) (Qld)	2006	Bachelor	M	482
Central Highlands (R) (Qld)	2006	Graduate Diploma and Graduate Certificate	F	95
Central Highlands (R) (Qld)	2006	Graduate Diploma and Graduate Certificate	M	59
Central Highlands (R) (Qld)	2006	Postgraduate	F	65
Central Highlands (R) (Qld)	2006	Postgraduate	M	65
Central Highlands (R) (Qld)	2011		F	9801
Central Highlands (R) (Qld)	2011		M	10398
Central Highlands (R) (Qld)	2011	Certificate nfd	F	160
Central Highlands (R) (Qld)	2011	Certificate nfd	M	135
Central Highlands (R) (Qld)	2011	Certificate I and II Level	F	220
Central Highlands (R) (Qld)	2011	Certificate I and II Level	M	120
Central Highlands (R) (Qld)	2011	Certificate III and IV Level	F	1093
Central Highlands (R) (Qld)	2011	Certificate III and IV Level	M	3506
Central Highlands (R) (Qld)	2011	Advanced Diploma and Diploma	F	726
Central Highlands (R) (Qld)	2011	Advanced Diploma and Diploma	M	497
Central Highlands (R) (Qld)	2011	Bachelor	F	1111
Central Highlands (R) (Qld)	2011	Bachelor	M	594
Central Highlands (R) (Qld)	2011	Graduate Diploma and Graduate Certificate	F	112
Central Highlands (R) (Qld)	2011	Graduate Diploma and Graduate Certificate	M	46
Central Highlands (R) (Qld)	2011	Postgraduate	F	99
Central Highlands (R) (Qld)	2011	Postgraduate	M	97
Central Highlands (R) (Qld)	2016		F	9398
Central Highlands (R) (Qld)	2016		M	9920
Central Highlands (R) (Qld)	2016	Certificate nfd	F	191
Central Highlands (R) (Qld)	2016	Certificate nfd	M	161
Central Highlands (R) (Qld)	2016	Certificate I and II Level	F	200
Central Highlands (R) (Qld)	2016	Certificate I and II Level	M	117
Central Highlands (R) (Qld)	2016	Certificate III and IV Level	F	1249
Central Highlands (R) (Qld)	2016	Certificate III and IV Level	M	3333
Central Highlands (R) (Qld)	2016	Advanced Diploma and Diploma	F	757
Central Highlands (R) (Qld)	2016	Advanced Diploma and Diploma	M	489
Central Highlands (R) (Qld)	2016	Bachelor	F	1160
Central Highlands (R) (Qld)	2016	Bachelor	M	573
Central Highlands (R) (Qld)	2016	Graduate Diploma and Graduate Certificate	F	151
Central Highlands (R) (Qld)	2016	Graduate Diploma and Graduate Certificate	M	64
Central Highlands (R) (Qld)	2016	Postgraduate	F	134
Central Highlands (R) (Qld)	2016	Postgraduate	M	99
Charters Towers (R)	2006		F	4733
Charters Towers (R)	2006		M	4480
Charters Towers (R)	2006	Certificate nfd	F	54
Charters Towers (R)	2006	Certificate nfd	M	30
Charters Towers (R)	2006	Certificate I and II Level	F	46
Charters Towers (R)	2006	Certificate I and II Level	M	18
Charters Towers (R)	2006	Certificate III and IV Level	F	311
Charters Towers (R)	2006	Certificate III and IV Level	M	858
Charters Towers (R)	2006	Advanced Diploma and Diploma	F	192
Charters Towers (R)	2006	Advanced Diploma and Diploma	M	109
Charters Towers (R)	2006	Bachelor	F	351
Charters Towers (R)	2006	Bachelor	M	182
Charters Towers (R)	2006	Graduate Diploma and Graduate Certificate	F	42
Charters Towers (R)	2006	Graduate Diploma and Graduate Certificate	M	14
Charters Towers (R)	2006	Postgraduate	F	24
Charters Towers (R)	2006	Postgraduate	M	33
Charters Towers (R)	2011		F	4767
Charters Towers (R)	2011		M	4618
Charters Towers (R)	2011	Certificate nfd	F	56
Charters Towers (R)	2011	Certificate nfd	M	32
Charters Towers (R)	2011	Certificate I and II Level	F	66
Charters Towers (R)	2011	Certificate I and II Level	M	43
Charters Towers (R)	2011	Certificate III and IV Level	F	432
Charters Towers (R)	2011	Certificate III and IV Level	M	1046
Charters Towers (R)	2011	Advanced Diploma and Diploma	F	244
Charters Towers (R)	2011	Advanced Diploma and Diploma	M	134
Charters Towers (R)	2011	Bachelor	F	423
Charters Towers (R)	2011	Bachelor	M	175
Charters Towers (R)	2011	Graduate Diploma and Graduate Certificate	F	51
Charters Towers (R)	2011	Graduate Diploma and Graduate Certificate	M	19
Charters Towers (R)	2011	Postgraduate	F	34
Charters Towers (R)	2011	Postgraduate	M	29
Charters Towers (R)	2016		F	4483
Charters Towers (R)	2016		M	4274
Charters Towers (R)	2016	Certificate nfd	F	97
Charters Towers (R)	2016	Certificate nfd	M	55
Charters Towers (R)	2016	Certificate I and II Level	F	69
Charters Towers (R)	2016	Certificate I and II Level	M	57
Charters Towers (R)	2016	Certificate III and IV Level	F	476
Charters Towers (R)	2016	Certificate III and IV Level	M	1100
Charters Towers (R)	2016	Advanced Diploma and Diploma	F	318
Charters Towers (R)	2016	Advanced Diploma and Diploma	M	149
Charters Towers (R)	2016	Bachelor	F	433
Charters Towers (R)	2016	Bachelor	M	178
Charters Towers (R)	2016	Graduate Diploma and Graduate Certificate	F	70
Charters Towers (R)	2016	Graduate Diploma and Graduate Certificate	M	30
Charters Towers (R)	2016	Postgraduate	F	46
Charters Towers (R)	2016	Postgraduate	M	42
Cherbourg (S)	2006		F	534
Cherbourg (S)	2006		M	488
Cherbourg (S)	2006	Certificate nfd	F	7
Cherbourg (S)	2006	Certificate nfd	M	3
Cherbourg (S)	2006	Certificate I and II Level	F	9
Cherbourg (S)	2006	Certificate I and II Level	M	6
Cherbourg (S)	2006	Certificate III and IV Level	F	18
Cherbourg (S)	2006	Certificate III and IV Level	M	41
Cherbourg (S)	2006	Advanced Diploma and Diploma	F	9
Cherbourg (S)	2006	Advanced Diploma and Diploma	M	11
Cherbourg (S)	2006	Bachelor	F	4
Cherbourg (S)	2006	Bachelor	M	0
Cherbourg (S)	2006	Graduate Diploma and Graduate Certificate	F	0
Cherbourg (S)	2006	Graduate Diploma and Graduate Certificate	M	0
Cherbourg (S)	2006	Postgraduate	F	0
Cherbourg (S)	2006	Postgraduate	M	0
Cherbourg (S)	2011		F	542
Cherbourg (S)	2011		M	520
Cherbourg (S)	2011	Certificate nfd	F	11
Cherbourg (S)	2011	Certificate nfd	M	10
Cherbourg (S)	2011	Certificate I and II Level	F	17
Cherbourg (S)	2011	Certificate I and II Level	M	7
Cherbourg (S)	2011	Certificate III and IV Level	F	43
Cherbourg (S)	2011	Certificate III and IV Level	M	55
Cherbourg (S)	2011	Advanced Diploma and Diploma	F	21
Cherbourg (S)	2011	Advanced Diploma and Diploma	M	3
Cherbourg (S)	2011	Bachelor	F	0
Cherbourg (S)	2011	Bachelor	M	3
Cherbourg (S)	2011	Graduate Diploma and Graduate Certificate	F	0
Cherbourg (S)	2011	Graduate Diploma and Graduate Certificate	M	0
Cherbourg (S)	2011	Postgraduate	F	0
Cherbourg (S)	2011	Postgraduate	M	0
Cherbourg (S)	2016		F	559
Cherbourg (S)	2016		M	569
Cherbourg (S)	2016	Certificate nfd	F	3
Cherbourg (S)	2016	Certificate nfd	M	3
Cherbourg (S)	2016	Certificate I and II Level	F	7
Cherbourg (S)	2016	Certificate I and II Level	M	7
Cherbourg (S)	2016	Certificate III and IV Level	F	36
Cherbourg (S)	2016	Certificate III and IV Level	M	40
Cherbourg (S)	2016	Advanced Diploma and Diploma	F	26
Cherbourg (S)	2016	Advanced Diploma and Diploma	M	9
Cherbourg (S)	2016	Bachelor	F	0
Cherbourg (S)	2016	Bachelor	M	0
Cherbourg (S)	2016	Graduate Diploma and Graduate Certificate	F	4
Cherbourg (S)	2016	Graduate Diploma and Graduate Certificate	M	0
Cherbourg (S)	2016	Postgraduate	F	0
Cherbourg (S)	2016	Postgraduate	M	0
Cloncurry (S)	2006		F	1156
Cloncurry (S)	2006		M	1282
Cloncurry (S)	2006	Certificate nfd	F	16
Cloncurry (S)	2006	Certificate nfd	M	14
Cloncurry (S)	2006	Certificate I and II Level	F	13
Cloncurry (S)	2006	Certificate I and II Level	M	20
Cloncurry (S)	2006	Certificate III and IV Level	F	99
Cloncurry (S)	2006	Certificate III and IV Level	M	276
Cloncurry (S)	2006	Advanced Diploma and Diploma	F	46
Cloncurry (S)	2006	Advanced Diploma and Diploma	M	41
Cloncurry (S)	2006	Bachelor	F	90
Cloncurry (S)	2006	Bachelor	M	57
Cloncurry (S)	2006	Graduate Diploma and Graduate Certificate	F	3
Cloncurry (S)	2006	Graduate Diploma and Graduate Certificate	M	3
Cloncurry (S)	2006	Postgraduate	F	11
Cloncurry (S)	2006	Postgraduate	M	6
Cloncurry (S)	2011		F	1082
Cloncurry (S)	2011		M	1256
Cloncurry (S)	2011	Certificate nfd	F	17
Cloncurry (S)	2011	Certificate nfd	M	8
Cloncurry (S)	2011	Certificate I and II Level	F	14
Cloncurry (S)	2011	Certificate I and II Level	M	8
Cloncurry (S)	2011	Certificate III and IV Level	F	97
Cloncurry (S)	2011	Certificate III and IV Level	M	382
Cloncurry (S)	2011	Advanced Diploma and Diploma	F	68
Cloncurry (S)	2011	Advanced Diploma and Diploma	M	47
Cloncurry (S)	2011	Bachelor	F	121
Cloncurry (S)	2011	Bachelor	M	77
Cloncurry (S)	2011	Graduate Diploma and Graduate Certificate	F	8
Cloncurry (S)	2011	Graduate Diploma and Graduate Certificate	M	8
Cloncurry (S)	2011	Postgraduate	F	14
Cloncurry (S)	2011	Postgraduate	M	23
Cloncurry (S)	2016		F	957
Cloncurry (S)	2016		M	1155
Cloncurry (S)	2016	Certificate nfd	F	15
Cloncurry (S)	2016	Certificate nfd	M	17
Cloncurry (S)	2016	Certificate I and II Level	F	18
Cloncurry (S)	2016	Certificate I and II Level	M	11
Cloncurry (S)	2016	Certificate III and IV Level	F	108
Cloncurry (S)	2016	Certificate III and IV Level	M	349
Cloncurry (S)	2016	Advanced Diploma and Diploma	F	76
Cloncurry (S)	2016	Advanced Diploma and Diploma	M	58
Cloncurry (S)	2016	Bachelor	F	118
Cloncurry (S)	2016	Bachelor	M	86
Cloncurry (S)	2016	Graduate Diploma and Graduate Certificate	F	17
Cloncurry (S)	2016	Graduate Diploma and Graduate Certificate	M	3
Cloncurry (S)	2016	Postgraduate	F	18
Cloncurry (S)	2016	Postgraduate	M	27
Cook (S)	2006		F	1238
Cook (S)	2006		M	1370
Cook (S)	2006	Certificate nfd	F	13
Cook (S)	2006	Certificate nfd	M	21
Cook (S)	2006	Certificate I and II Level	F	23
Cook (S)	2006	Certificate I and II Level	M	12
Cook (S)	2006	Certificate III and IV Level	F	108
Cook (S)	2006	Certificate III and IV Level	M	345
Cook (S)	2006	Advanced Diploma and Diploma	F	69
Cook (S)	2006	Advanced Diploma and Diploma	M	60
Cook (S)	2006	Bachelor	F	92
Cook (S)	2006	Bachelor	M	52
Cook (S)	2006	Graduate Diploma and Graduate Certificate	F	18
Cook (S)	2006	Graduate Diploma and Graduate Certificate	M	12
Cook (S)	2006	Postgraduate	F	22
Cook (S)	2006	Postgraduate	M	11
Cook (S)	2011		F	1241
Cook (S)	2011		M	1819
Cook (S)	2011	Certificate nfd	F	23
Cook (S)	2011	Certificate nfd	M	17
Cook (S)	2011	Certificate I and II Level	F	31
Cook (S)	2011	Certificate I and II Level	M	16
Cook (S)	2011	Certificate III and IV Level	F	133
Cook (S)	2011	Certificate III and IV Level	M	401
Cook (S)	2011	Advanced Diploma and Diploma	F	111
Cook (S)	2011	Advanced Diploma and Diploma	M	69
Cook (S)	2011	Bachelor	F	131
Cook (S)	2011	Bachelor	M	78
Cook (S)	2011	Graduate Diploma and Graduate Certificate	F	23
Cook (S)	2011	Graduate Diploma and Graduate Certificate	M	11
Cook (S)	2011	Postgraduate	F	29
Cook (S)	2011	Postgraduate	M	19
Cook (S)	2016		F	1286
Cook (S)	2016		M	1500
Cook (S)	2016	Certificate nfd	F	32
Cook (S)	2016	Certificate nfd	M	39
Cook (S)	2016	Certificate I and II Level	F	30
Cook (S)	2016	Certificate I and II Level	M	27
Cook (S)	2016	Certificate III and IV Level	F	203
Cook (S)	2016	Certificate III and IV Level	M	480
Cook (S)	2016	Advanced Diploma and Diploma	F	151
Cook (S)	2016	Advanced Diploma and Diploma	M	99
Cook (S)	2016	Bachelor	F	175
Cook (S)	2016	Bachelor	M	100
Cook (S)	2016	Graduate Diploma and Graduate Certificate	F	41
Cook (S)	2016	Graduate Diploma and Graduate Certificate	M	11
Cook (S)	2016	Postgraduate	F	32
Cook (S)	2016	Postgraduate	M	17
Croydon (S)	2006		F	103
Croydon (S)	2006		M	116
Croydon (S)	2006	Certificate nfd	F	0
Croydon (S)	2006	Certificate nfd	M	0
Croydon (S)	2006	Certificate I and II Level	F	5
Croydon (S)	2006	Certificate I and II Level	M	0
Croydon (S)	2006	Certificate III and IV Level	F	4
Croydon (S)	2006	Certificate III and IV Level	M	11
Croydon (S)	2006	Advanced Diploma and Diploma	F	3
Croydon (S)	2006	Advanced Diploma and Diploma	M	3
Croydon (S)	2006	Bachelor	F	7
Croydon (S)	2006	Bachelor	M	0
Croydon (S)	2006	Graduate Diploma and Graduate Certificate	F	0
Croydon (S)	2006	Graduate Diploma and Graduate Certificate	M	0
Croydon (S)	2006	Postgraduate	F	0
Croydon (S)	2006	Postgraduate	M	0
Croydon (S)	2011		F	120
Croydon (S)	2011		M	133
Croydon (S)	2011	Certificate nfd	F	3
Croydon (S)	2011	Certificate nfd	M	0
Croydon (S)	2011	Certificate I and II Level	F	3
Croydon (S)	2011	Certificate I and II Level	M	0
