STE_NAME16	Year	Age	NonSchoolQualification	Sex	adults
Tasmania	2016	15-19	Certificate III and IV Level	M	596
Tasmania	2016	15-19	Advanced Diploma and Diploma	F	55
Tasmania	2016	15-19	Advanced Diploma and Diploma	M	24
Tasmania	2016	15-19	Bachelor	F	10
Tasmania	2016	15-19	Bachelor	M	6
Tasmania	2016	15-19	Graduate Diploma and Graduate Certificate	F	7
Tasmania	2016	15-19	Graduate Diploma and Graduate Certificate	M	3
Tasmania	2016	15-19	Postgraduate	F	0
Tasmania	2016	15-19	Postgraduate	M	4
Tasmania	2016	20-24		F	1116
Tasmania	2016	20-24		M	1320
Tasmania	2016	20-24	Certificate nfd	F	322
Tasmania	2016	20-24	Certificate nfd	M	170
Tasmania	2016	20-24	Certificate I and II Level	F	748
Tasmania	2016	20-24	Certificate I and II Level	M	505
Tasmania	2016	20-24	Certificate III and IV Level	F	2653
Tasmania	2016	20-24	Certificate III and IV Level	M	3579
Tasmania	2016	20-24	Advanced Diploma and Diploma	F	606
Tasmania	2016	20-24	Advanced Diploma and Diploma	M	382
Tasmania	2016	20-24	Bachelor	F	1608
Tasmania	2016	20-24	Bachelor	M	925
Tasmania	2016	20-24	Graduate Diploma and Graduate Certificate	F	91
Tasmania	2016	20-24	Graduate Diploma and Graduate Certificate	M	36
Tasmania	2016	20-24	Postgraduate	F	107
Tasmania	2016	20-24	Postgraduate	M	38
Tasmania	2016	25-34		F	2269
Tasmania	2016	25-34		M	2603
Tasmania	2016	25-34	Certificate nfd	F	699
Tasmania	2016	25-34	Certificate nfd	M	352
Tasmania	2016	25-34	Certificate I and II Level	F	1022
Tasmania	2016	25-34	Certificate I and II Level	M	565
Tasmania	2016	25-34	Certificate III and IV Level	F	5764
Tasmania	2016	25-34	Certificate III and IV Level	M	8868
Tasmania	2016	25-34	Advanced Diploma and Diploma	F	2374
Tasmania	2016	25-34	Advanced Diploma and Diploma	M	1527
Tasmania	2016	25-34	Bachelor	F	6294
Tasmania	2016	25-34	Bachelor	M	4009
Tasmania	2016	25-34	Graduate Diploma and Graduate Certificate	F	812
Tasmania	2016	25-34	Graduate Diploma and Graduate Certificate	M	356
Tasmania	2016	25-34	Postgraduate	F	1633
Tasmania	2016	25-34	Postgraduate	M	1099
Tasmania	2016	35-44		F	2353
Tasmania	2016	35-44		M	2542
Tasmania	2016	35-44	Certificate nfd	F	905
Tasmania	2016	35-44	Certificate nfd	M	464
Tasmania	2016	35-44	Certificate I and II Level	F	715
Tasmania	2016	35-44	Certificate I and II Level	M	356
Tasmania	2016	35-44	Certificate III and IV Level	F	4974
Tasmania	2016	35-44	Certificate III and IV Level	M	8251
Tasmania	2016	35-44	Advanced Diploma and Diploma	F	3319
Tasmania	2016	35-44	Advanced Diploma and Diploma	M	2248
Tasmania	2016	35-44	Bachelor	F	6169
Tasmania	2016	35-44	Bachelor	M	3909
Tasmania	2016	35-44	Graduate Diploma and Graduate Certificate	F	1006
Tasmania	2016	35-44	Graduate Diploma and Graduate Certificate	M	476
Tasmania	2016	35-44	Postgraduate	F	1639
Tasmania	2016	35-44	Postgraduate	M	1282
Tasmania	2016	45-54		F	3041
Tasmania	2016	45-54		M	3218
Tasmania	2016	45-54	Certificate nfd	F	1099
Tasmania	2016	45-54	Certificate nfd	M	535
Tasmania	2016	45-54	Certificate I and II Level	F	676
Tasmania	2016	45-54	Certificate I and II Level	M	231
Tasmania	2016	45-54	Certificate III and IV Level	F	4839
Tasmania	2016	45-54	Certificate III and IV Level	M	9494
Tasmania	2016	45-54	Advanced Diploma and Diploma	F	4095
Tasmania	2016	45-54	Advanced Diploma and Diploma	M	2801
Tasmania	2016	45-54	Bachelor	F	5084
Tasmania	2016	45-54	Bachelor	M	3326
Tasmania	2016	45-54	Graduate Diploma and Graduate Certificate	F	1164
Tasmania	2016	45-54	Graduate Diploma and Graduate Certificate	M	658
Tasmania	2016	45-54	Postgraduate	F	1487
Tasmania	2016	45-54	Postgraduate	M	1303
Tasmania	2016	55-64		F	3752
Tasmania	2016	55-64		M	3508
Tasmania	2016	55-64	Certificate nfd	F	1221
Tasmania	2016	55-64	Certificate nfd	M	602
Tasmania	2016	55-64	Certificate I and II Level	F	493
Tasmania	2016	55-64	Certificate I and II Level	M	215
Tasmania	2016	55-64	Certificate III and IV Level	F	3678
Tasmania	2016	55-64	Certificate III and IV Level	M	9278
Tasmania	2016	55-64	Advanced Diploma and Diploma	F	3839
Tasmania	2016	55-64	Advanced Diploma and Diploma	M	2873
Tasmania	2016	55-64	Bachelor	F	4890
Tasmania	2016	55-64	Bachelor	M	3404
Tasmania	2016	55-64	Graduate Diploma and Graduate Certificate	F	1094
Tasmania	2016	55-64	Graduate Diploma and Graduate Certificate	M	619
Tasmania	2016	55-64	Postgraduate	F	1276
Tasmania	2016	55-64	Postgraduate	M	1268
Tasmania	2016	65-74		F	4325
Tasmania	2016	65-74		M	3525
Tasmania	2016	65-74	Certificate nfd	F	752
Tasmania	2016	65-74	Certificate nfd	M	509
Tasmania	2016	65-74	Certificate I and II Level	F	254
Tasmania	2016	65-74	Certificate I and II Level	M	120
Tasmania	2016	65-74	Certificate III and IV Level	F	1358
Tasmania	2016	65-74	Certificate III and IV Level	M	6119
Tasmania	2016	65-74	Advanced Diploma and Diploma	F	2623
Tasmania	2016	65-74	Advanced Diploma and Diploma	M	2149
Tasmania	2016	65-74	Bachelor	F	2746
Tasmania	2016	65-74	Bachelor	M	2307
Tasmania	2016	65-74	Graduate Diploma and Graduate Certificate	F	553
Tasmania	2016	65-74	Graduate Diploma and Graduate Certificate	M	384
Tasmania	2016	65-74	Postgraduate	F	683
Tasmania	2016	65-74	Postgraduate	M	1006
Tasmania	2016	75-84		F	3356
Tasmania	2016	75-84		M	2376
Tasmania	2016	75-84	Certificate nfd	F	319
Tasmania	2016	75-84	Certificate nfd	M	270
Tasmania	2016	75-84	Certificate I and II Level	F	61
Tasmania	2016	75-84	Certificate I and II Level	M	45
Tasmania	2016	75-84	Certificate III and IV Level	F	368
Tasmania	2016	75-84	Certificate III and IV Level	M	2982
Tasmania	2016	75-84	Advanced Diploma and Diploma	F	1183
Tasmania	2016	75-84	Advanced Diploma and Diploma	M	825
Tasmania	2016	75-84	Bachelor	F	906
Tasmania	2016	75-84	Bachelor	M	752
Tasmania	2016	75-84	Graduate Diploma and Graduate Certificate	F	125
Tasmania	2016	75-84	Graduate Diploma and Graduate Certificate	M	95
Tasmania	2016	75-84	Postgraduate	F	133
Tasmania	2016	75-84	Postgraduate	M	324
Tasmania	2016	85+		F	1746
Tasmania	2016	85+		M	911
Tasmania	2016	85+	Certificate nfd	F	141
Tasmania	2016	85+	Certificate nfd	M	72
Tasmania	2016	85+	Certificate I and II Level	F	29
Tasmania	2016	85+	Certificate I and II Level	M	14
Tasmania	2016	85+	Certificate III and IV Level	F	130
Tasmania	2016	85+	Certificate III and IV Level	M	770
Tasmania	2016	85+	Advanced Diploma and Diploma	F	341
Tasmania	2016	85+	Advanced Diploma and Diploma	M	231
Tasmania	2016	85+	Bachelor	F	313
Tasmania	2016	85+	Bachelor	M	275
Tasmania	2016	85+	Graduate Diploma and Graduate Certificate	F	28
Tasmania	2016	85+	Graduate Diploma and Graduate Certificate	M	14
Tasmania	2016	85+	Postgraduate	F	32
Tasmania	2016	85+	Postgraduate	M	91
Northern Territory	2006	15-19		F	1268
Northern Territory	2006	15-19		M	1430
Northern Territory	2006	15-19	Certificate nfd	F	35
Northern Territory	2006	15-19	Certificate nfd	M	30
Northern Territory	2006	15-19	Certificate I and II Level	F	149
Northern Territory	2006	15-19	Certificate I and II Level	M	125
Northern Territory	2006	15-19	Certificate III and IV Level	F	200
Northern Territory	2006	15-19	Certificate III and IV Level	M	237
Northern Territory	2006	15-19	Advanced Diploma and Diploma	F	15
Northern Territory	2006	15-19	Advanced Diploma and Diploma	M	9
Northern Territory	2006	15-19	Bachelor	F	0
Northern Territory	2006	15-19	Bachelor	M	8
Northern Territory	2006	15-19	Graduate Diploma and Graduate Certificate	F	3
Northern Territory	2006	15-19	Graduate Diploma and Graduate Certificate	M	0
Northern Territory	2006	15-19	Postgraduate	F	0
Northern Territory	2006	15-19	Postgraduate	M	0
Northern Territory	2006	20-24		F	1107
Northern Territory	2006	20-24		M	1408
Northern Territory	2006	20-24	Certificate nfd	F	122
Northern Territory	2006	20-24	Certificate nfd	M	64
Northern Territory	2006	20-24	Certificate I and II Level	F	334
Northern Territory	2006	20-24	Certificate I and II Level	M	184
Northern Territory	2006	20-24	Certificate III and IV Level	F	788
Northern Territory	2006	20-24	Certificate III and IV Level	M	1261
Northern Territory	2006	20-24	Advanced Diploma and Diploma	F	260
Northern Territory	2006	20-24	Advanced Diploma and Diploma	M	177
Northern Territory	2006	20-24	Bachelor	F	615
Northern Territory	2006	20-24	Bachelor	M	289
Northern Territory	2006	20-24	Graduate Diploma and Graduate Certificate	F	18
Northern Territory	2006	20-24	Graduate Diploma and Graduate Certificate	M	8
Northern Territory	2006	20-24	Postgraduate	F	9
Northern Territory	2006	20-24	Postgraduate	M	12
Northern Territory	2006	25-34		F	2340
Northern Territory	2006	25-34		M	2788
Northern Territory	2006	25-34	Certificate nfd	F	335
Northern Territory	2006	25-34	Certificate nfd	M	149
Northern Territory	2006	25-34	Certificate I and II Level	F	422
Northern Territory	2006	25-34	Certificate I and II Level	M	231
Northern Territory	2006	25-34	Certificate III and IV Level	F	1589
Northern Territory	2006	25-34	Certificate III and IV Level	M	3679
Northern Territory	2006	25-34	Advanced Diploma and Diploma	F	1060
Northern Territory	2006	25-34	Advanced Diploma and Diploma	M	817
Northern Territory	2006	25-34	Bachelor	F	2746
Northern Territory	2006	25-34	Bachelor	M	1405
Northern Territory	2006	25-34	Graduate Diploma and Graduate Certificate	F	344
Northern Territory	2006	25-34	Graduate Diploma and Graduate Certificate	M	134
Northern Territory	2006	25-34	Postgraduate	F	247
Northern Territory	2006	25-34	Postgraduate	M	183
Northern Territory	2006	35-44		F	2354
Northern Territory	2006	35-44		M	2730
Northern Territory	2006	35-44	Certificate nfd	F	326
Northern Territory	2006	35-44	Certificate nfd	M	174
Northern Territory	2006	35-44	Certificate I and II Level	F	261
Northern Territory	2006	35-44	Certificate I and II Level	M	137
Northern Territory	2006	35-44	Certificate III and IV Level	F	1300
Northern Territory	2006	35-44	Certificate III and IV Level	M	4023
Northern Territory	2006	35-44	Advanced Diploma and Diploma	F	1342
Northern Territory	2006	35-44	Advanced Diploma and Diploma	M	1060
Northern Territory	2006	35-44	Bachelor	F	1904
Northern Territory	2006	35-44	Bachelor	M	1308
Northern Territory	2006	35-44	Graduate Diploma and Graduate Certificate	F	416
Northern Territory	2006	35-44	Graduate Diploma and Graduate Certificate	M	224
Northern Territory	2006	35-44	Postgraduate	F	461
Northern Territory	2006	35-44	Postgraduate	M	390
Northern Territory	2006	45-54		F	2062
Northern Territory	2006	45-54		M	2430
Northern Territory	2006	45-54	Certificate nfd	F	263
Northern Territory	2006	45-54	Certificate nfd	M	154
Northern Territory	2006	45-54	Certificate I and II Level	F	216
Northern Territory	2006	45-54	Certificate I and II Level	M	101
Northern Territory	2006	45-54	Certificate III and IV Level	F	839
Northern Territory	2006	45-54	Certificate III and IV Level	M	3179
Northern Territory	2006	45-54	Advanced Diploma and Diploma	F	1158
Northern Territory	2006	45-54	Advanced Diploma and Diploma	M	941
Northern Territory	2006	45-54	Bachelor	F	1536
Northern Territory	2006	45-54	Bachelor	M	1158
Northern Territory	2006	45-54	Graduate Diploma and Graduate Certificate	F	421
Northern Territory	2006	45-54	Graduate Diploma and Graduate Certificate	M	251
Northern Territory	2006	45-54	Postgraduate	F	428
Northern Territory	2006	45-54	Postgraduate	M	435
Northern Territory	2006	55-64		F	1253
Northern Territory	2006	55-64		M	1597
Northern Territory	2006	55-64	Certificate nfd	F	133
Northern Territory	2006	55-64	Certificate nfd	M	103
Northern Territory	2006	55-64	Certificate I and II Level	F	86
Northern Territory	2006	55-64	Certificate I and II Level	M	40
Northern Territory	2006	55-64	Certificate III and IV Level	F	396
Northern Territory	2006	55-64	Certificate III and IV Level	M	2155
Northern Territory	2006	55-64	Advanced Diploma and Diploma	F	619
Northern Territory	2006	55-64	Advanced Diploma and Diploma	M	610
Northern Territory	2006	55-64	Bachelor	F	766
Northern Territory	2006	55-64	Bachelor	M	692
Northern Territory	2006	55-64	Graduate Diploma and Graduate Certificate	F	171
Northern Territory	2006	55-64	Graduate Diploma and Graduate Certificate	M	136
Northern Territory	2006	55-64	Postgraduate	F	233
Northern Territory	2006	55-64	Postgraduate	M	332
Northern Territory	2006	65-74		F	607
Northern Territory	2006	65-74		M	734
Northern Territory	2006	65-74	Certificate nfd	F	35
Northern Territory	2006	65-74	Certificate nfd	M	20
Northern Territory	2006	65-74	Certificate I and II Level	F	15
Northern Territory	2006	65-74	Certificate I and II Level	M	5
Northern Territory	2006	65-74	Certificate III and IV Level	F	75
Northern Territory	2006	65-74	Certificate III and IV Level	M	742
Northern Territory	2006	65-74	Advanced Diploma and Diploma	F	178
Northern Territory	2006	65-74	Advanced Diploma and Diploma	M	152
Northern Territory	2006	65-74	Bachelor	F	176
Northern Territory	2006	65-74	Bachelor	M	189
Northern Territory	2006	65-74	Graduate Diploma and Graduate Certificate	F	36
Northern Territory	2006	65-74	Graduate Diploma and Graduate Certificate	M	26
Northern Territory	2006	65-74	Postgraduate	F	39
Northern Territory	2006	65-74	Postgraduate	M	75
Northern Territory	2006	75-84		F	340
Northern Territory	2006	75-84		M	297
Northern Territory	2006	75-84	Certificate nfd	F	6
Northern Territory	2006	75-84	Certificate nfd	M	4
Northern Territory	2006	75-84	Certificate I and II Level	F	0
Northern Territory	2006	75-84	Certificate I and II Level	M	0
Northern Territory	2006	75-84	Certificate III and IV Level	F	23
Northern Territory	2006	75-84	Certificate III and IV Level	M	194
Northern Territory	2006	75-84	Advanced Diploma and Diploma	F	41
Northern Territory	2006	75-84	Advanced Diploma and Diploma	M	40
Northern Territory	2006	75-84	Bachelor	F	52
Northern Territory	2006	75-84	Bachelor	M	46
Northern Territory	2006	75-84	Graduate Diploma and Graduate Certificate	F	7
Northern Territory	2006	75-84	Graduate Diploma and Graduate Certificate	M	3
Northern Territory	2006	75-84	Postgraduate	F	9
Northern Territory	2006	75-84	Postgraduate	M	18
Northern Territory	2006	85+		F	106
Northern Territory	2006	85+		M	56
Northern Territory	2006	85+	Certificate nfd	F	4
Northern Territory	2006	85+	Certificate nfd	M	0
Northern Territory	2006	85+	Certificate I and II Level	F	0
Northern Territory	2006	85+	Certificate I and II Level	M	0
Northern Territory	2006	85+	Certificate III and IV Level	F	5
Northern Territory	2006	85+	Certificate III and IV Level	M	25
Northern Territory	2006	85+	Advanced Diploma and Diploma	F	6
Northern Territory	2006	85+	Advanced Diploma and Diploma	M	3
Northern Territory	2006	85+	Bachelor	F	14
Northern Territory	2006	85+	Bachelor	M	8
Northern Territory	2006	85+	Graduate Diploma and Graduate Certificate	F	4
Northern Territory	2006	85+	Graduate Diploma and Graduate Certificate	M	0
Northern Territory	2006	85+	Postgraduate	F	0
Northern Territory	2006	85+	Postgraduate	M	0
Northern Territory	2011	15-19		F	1141
Northern Territory	2011	15-19		M	1442
Northern Territory	2011	15-19	Certificate nfd	F	19
Northern Territory	2011	15-19	Certificate nfd	M	26
Northern Territory	2011	15-19	Certificate I and II Level	F	167
Northern Territory	2011	15-19	Certificate I and II Level	M	122
Northern Territory	2011	15-19	Certificate III and IV Level	F	278
Northern Territory	2011	15-19	Certificate III and IV Level	M	314
Northern Territory	2011	15-19	Advanced Diploma and Diploma	F	26
Northern Territory	2011	15-19	Advanced Diploma and Diploma	M	6
Northern Territory	2011	15-19	Bachelor	F	13
Northern Territory	2011	15-19	Bachelor	M	4
Northern Territory	2011	15-19	Graduate Diploma and Graduate Certificate	F	0
Northern Territory	2011	15-19	Graduate Diploma and Graduate Certificate	M	0
Northern Territory	2011	15-19	Postgraduate	F	0
Northern Territory	2011	15-19	Postgraduate	M	0
Northern Territory	2011	20-24		F	1059
Northern Territory	2011	20-24		M	1609
Northern Territory	2011	20-24	Certificate nfd	F	73
Northern Territory	2011	20-24	Certificate nfd	M	64
Northern Territory	2011	20-24	Certificate I and II Level	F	293
Northern Territory	2011	20-24	Certificate I and II Level	M	220
Northern Territory	2011	20-24	Certificate III and IV Level	F	1001
Northern Territory	2011	20-24	Certificate III and IV Level	M	1744
Northern Territory	2011	20-24	Advanced Diploma and Diploma	F	292
Northern Territory	2011	20-24	Advanced Diploma and Diploma	M	234
Northern Territory	2011	20-24	Bachelor	F	719
Northern Territory	2011	20-24	Bachelor	M	391
Northern Territory	2011	20-24	Graduate Diploma and Graduate Certificate	F	34
Northern Territory	2011	20-24	Graduate Diploma and Graduate Certificate	M	10
Northern Territory	2011	20-24	Postgraduate	F	25
Northern Territory	2011	20-24	Postgraduate	M	22
Northern Territory	2011	25-34		F	2323
Northern Territory	2011	25-34		M	3481
Northern Territory	2011	25-34	Certificate nfd	F	202
Northern Territory	2011	25-34	Certificate nfd	M	159
Northern Territory	2011	25-34	Certificate I and II Level	F	506
Northern Territory	2011	25-34	Certificate I and II Level	M	310
Northern Territory	2011	25-34	Certificate III and IV Level	F	2270
Northern Territory	2011	25-34	Certificate III and IV Level	M	4394
Northern Territory	2011	25-34	Advanced Diploma and Diploma	F	1257
Northern Territory	2011	25-34	Advanced Diploma and Diploma	M	1021
Northern Territory	2011	25-34	Bachelor	F	3703
Northern Territory	2011	25-34	Bachelor	M	2004
Northern Territory	2011	25-34	Graduate Diploma and Graduate Certificate	F	443
Northern Territory	2011	25-34	Graduate Diploma and Graduate Certificate	M	175
Northern Territory	2011	25-34	Postgraduate	F	550
Northern Territory	2011	25-34	Postgraduate	M	463
Northern Territory	2011	35-44		F	2296
Northern Territory	2011	35-44		M	2874
Northern Territory	2011	35-44	Certificate nfd	F	278
Northern Territory	2011	35-44	Certificate nfd	M	183
Northern Territory	2011	35-44	Certificate I and II Level	F	336
Northern Territory	2011	35-44	Certificate I and II Level	M	217
Northern Territory	2011	35-44	Certificate III and IV Level	F	1802
Northern Territory	2011	35-44	Certificate III and IV Level	M	4355
Northern Territory	2011	35-44	Advanced Diploma and Diploma	F	1553
Northern Territory	2011	35-44	Advanced Diploma and Diploma	M	1272
Northern Territory	2011	35-44	Bachelor	F	2537
Northern Territory	2011	35-44	Bachelor	M	1640
Northern Territory	2011	35-44	Graduate Diploma and Graduate Certificate	F	556
Northern Territory	2011	35-44	Graduate Diploma and Graduate Certificate	M	240
Northern Territory	2011	35-44	Postgraduate	F	590
Northern Territory	2011	35-44	Postgraduate	M	489
Northern Territory	2011	45-54		F	1949
Northern Territory	2011	45-54		M	2405
Northern Territory	2011	45-54	Certificate nfd	F	225
Northern Territory	2011	45-54	Certificate nfd	M	142
Northern Territory	2011	45-54	Certificate I and II Level	F	243
